LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL
134856191062019021413402675060762,PERFORMING ARTS WING,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560012,75,67,,C,149,118,0,University Campus,2018-06-03,E09000023,E14000789,Greater London Authority,2019-02-14,University Campus,Natural Gas,,,,3226,188,258,84,110,0,0,136,,99,,0,,Yes,,2,1,Heating and Mechanical Ventilation,S4;,"PERFORMING ARTS WING, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2019-02-28,2018-12-31,2019-02-14 13:40:26,Extended Occupancy
11956620022013052307550412250770,,Kilmorie Primary School,Kilmorie Road,SE23 2SP,716321250000,115,90,154,E,187,33,0,Schools And Seasonal Public Buildings,2013-05-23,E09000023,E14000788,Greater London Authority,2013-05-23,Schools And Seasonal Public Buildings,Natural Gas,,,,3944,43,137,86,40,0,0,32,83,53,65,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Kilmorie Primary School, Kilmorie Road",Lewisham,Lewisham West and Penge,LONDON,2012-10-01,2012-08-01,2013-05-23 07:55:04,Standard Occupancy
33243740902014110710343729240770,DOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220004,105,140,,E,86,61,0,Hospital - Clinical And Research,2014-03-31,E09000023,E14000789,Greater London Authority,2014-11-07,Hospital - Clinical And Research,Natural Gas,,,,1118.72,280,385,139,90,0,0,123,,87,,0,,Yes,,2,5,Heating and Natural Ventilation,S6;,"DOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2014-03-31,2014-04-01,2014-11-07 10:34:37,Standard Occupancy
33245041942014110710334729270770,BOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220017,107,140,,E,128,88,0,Hospital - Clinical And Research,2014-03-31,E09000023,E14000789,Greater London Authority,2014-11-07,Hospital - Clinical And Research,Natural Gas,,,,1626.05,280,385,143,90,0,0,179,,126,,0,,No,,,4,Heating and Mechanical Ventilation,S6;,"BOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2014-03-31,2014-04-01,2014-11-07 10:33:47,Standard Occupancy
33243840942013052420001029250770,DOD,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220005,246,,,G,190,135,0,General Office,2013-03-31,E09000023,E14000789,Greater London Authority,2013-05-24,General Office,Natural Gas,,,,1734.33,400,124,200,95,0,0,,,,,,,No,,,4,Heating and Mechanical Ventilation,C1;,"DOD, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2013-03-31,2013-04-01,2013-05-24 20:00:10,Standard Occupancy
11465560742012013011255750600790,,Holbeach Primary School,Doggett Road,SE6 4QB,477386650000,62,57,56,C,43,52,0,Schools And Seasonal Public Buildings,2012-01-30,E09000023,E14000787,Greater London Authority,2012-01-30,Schools And Seasonal Public Buildings,Natural Gas,,,,3026,88,145,26,40,0,0,38,49,49,36,0,0,No,,,4,Heating and Mechanical Ventilation,S3;,"Holbeach Primary School, Doggett Road",Lewisham,Lewisham East,LONDON,2011-10-01,2011-10-01,2012-01-30 11:25:57,Standard Occupancy
5043230842013040317071930100790,,Deptford Town Hall,"Goldsmiths, University of London",SE14 6AF,584553130000,54,46,,C,61,97,0,University Campus,2013-01-30,E09000023,E14000789,Greater London Authority,2013-04-03,University Campus,Natural Gas,,,,2655,188,257,41,110,0,0,60,,78,,0,,No,,,4,Heating and Natural Ventilation,S4;,"Deptford Town Hall, Goldsmiths, University of London",Lewisham,"Lewisham, Deptford",LONDON,2012-10-30,2012-07-31,2013-04-03 17:07:19,Extended Occupancy
26946760742014051212383869540790,LOCKWOOD BUILDING,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560004,51,55,53,C,94,58,0,University Campus,2013-01-31,E09000023,E14000789,Greater London Authority,2014-05-12,University Campus,Natural Gas,,,,2571,115,291,67,110,0,0,95,110,61,45,0,0,No,,,4,Heating and Natural Ventilation,S4;,"LOCKWOOD BUILDING, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2013-10-30,2013-08-01,2014-05-12 12:38:38,Extended Occupancy
5136980542013040317255790900790,,Surrey House,80 Lewisham Way,SE14 6PB,757218990000,56,57,,C,97,192,0,University Campus,2013-01-30,E09000023,E14000789,Greater London Authority,2013-04-03,University Campus,Natural Gas,,,,4711,210,257,38,110,0,0,74,,229,,0,,No,,,4,Heating and Natural Ventilation,S4;,"Surrey House, 80 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2012-10-30,2012-07-31,2013-04-03 17:25:57,Extended Occupancy
92390998132018080720555799000791,BREAKSPEARS BUILDING,Lewisham Southwark College,Lewisham Way,SE4 1UT,913975490001,98,122,127,D,1181,392,0,University Campus,2018-05-31,E09000023,E14000789,Greater London Authority,2018-08-07,University Campus,Natural Gas,,None,None,17509,115,232,123,85,0,0,1429,1496,364,396,0,0,Yes,,2,1,Air Conditioning,S4;,"BREAKSPEARS BUILDING, Lewisham Southwark College, Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2018-06-01,2018-05-31,2018-08-07 20:55:57,Extended Occupancy
129001746432018012417184249000793,BATHURST,Haberdashers Askes Hatcham College,Jerningham Road,SE14 5NY,438972570004,105,,,E,8,12,0,Schools And Seasonal Public Buildings,2016-01-24,E09000023,E14000789,Greater London Authority,2018-01-24,Schools And Seasonal Public Buildings,Natural Gas,,,,387.21,,,,,,,,,,,,,No,,,4,Heating and Natural Ventilation,S3;,"BATHURST, Haberdashers Askes Hatcham College, Jerningham Road",Lewisham,"Lewisham, Deptford",LONDON,2017-12-30,2017-10-31,2018-01-24 17:18:42,Standard Occupancy
5136931052010011412285008000795,,Surrey House,80 Lewisham Way,SE14 6PB,757218990000,60,58,,C,59,264,,Long term residential,2009-09-07,E09000023,E14000789,Greater London Authority,2010-01-14,Long term residential,Natural Gas,,,,4711,289,410,23,65,0,0,70,,236,,,,No,,,4,Heating and Natural Ventilation,S7;,"Surrey House, 80 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2009-09-30,2009-07-31,2010-01-14 12:28:50,
52974330302015091509183795460910,BLOCK AF,Sedgehill School,Sedgehill Road,SE6 3QW,137613490006,112,105,119,E,263,126,13,Schools And Seasonal Public Buildings,2015-09-15,E09000023,E14000788,Greater London Authority,2015-09-15,Schools And Seasonal Public Buildings,Natural Gas,,,,7170,93,135,67,40,0,5,253,293,113,151,4,0,Yes,,2,4,Heating and Natural Ventilation,S3;,"BLOCK AF, Sedgehill School, Sedgehill Road",Lewisham,Lewisham West and Penge,LONDON,2015-05-01,2015-03-31,2015-09-15 09:18:37,Standard Occupancy
5021270642020032507563809000970,,Lewisham Town Hall,Rushey Green,SE6 4RU,462607000000,92,94,94,D,662,512,0,Entertainment Halls; General Office,2020-03-11,E09000023,E14000787,Greater London Authority,2020-03-25,General Office,Natural Gas,,,,14404,183,160,84,105,0,0,720,693,483,502,0,0,Yes,,2,1,Heating and Mechanical Ventilation,H5; C1;,"Lewisham Town Hall, Rushey Green",Lewisham,Lewisham East,LONDON,2020-04-01,2020-01-01,2020-03-25 07:56:38,Standard Occupancy
118823670502017121113002136510970,FOUNDATION BLOCK,St Georges C of E Primary School,Perry Vale,SE23 2NE,458027530001,45,,,B,7,0,0,Schools And Seasonal Public Buildings,2017-03-16,E09000023,E14000788,Greater London Authority,2017-12-11,Schools And Seasonal Public Buildings,Grid Supplied Electricity,,,,320,0,135,40,40,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,S3;,"FOUNDATION BLOCK, St Georges C of E Primary School, Perry Vale",Lewisham,Lewisham West and Penge,LONDON,2017-09-30,2017-07-25,2017-12-11 13:00:21,Standard Occupancy
11465560702013031508285355600970,,Holbeach Primary School,Doggett Road,SE6 4QB,477386650000,64,62,57,C,45,51,0,Schools And Seasonal Public Buildings,2013-03-15,E09000023,E14000787,Greater London Authority,2013-03-15,Schools And Seasonal Public Buildings,Natural Gas,,,,3026,86,138,27,40,0,0,43,38,52,49,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Holbeach Primary School, Doggett Road",Lewisham,Lewisham East,LONDON,2012-10-01,2012-10-01,2013-03-15 08:28:53,Standard Occupancy
6428000402012050412401029200970,,New Cross Fire Station,266 Queens Road,SE14 5JN,649460220000,64,63,68,C,49,60,0,Emergency Services; General Office,2012-03-11,E09000023,E14000789,Greater London Authority,2012-05-04,Emergency Services,Natural Gas,,,,1723,182,296,52,78,0,0,51,53,58,65,0,0,No,,,5,Heating and Natural Ventilation,S9; C1;,"New Cross Fire Station, 266 Queens Road",Lewisham,"Lewisham, Deptford",LONDON,2011-12-31,2011-10-03,2012-05-04 12:40:10,Standard Occupancy
95054340142016031510472865020970,INFANT BLOCK,Launcelot Primary School,Launcelot Road,BR1 5EA,710194060002,102,110,89,E,24,28,0,Schools And Seasonal Public Buildings,2016-03-15,E09000023,E14000787,Greater London Authority,2016-03-15,Schools And Seasonal Public Buildings,Natural Gas,,,,1029,138,140,43,40,0,0,22,23,31,24,0,0,No,,,4,Heating and Natural Ventilation,S3;,"INFANT BLOCK, Launcelot Primary School, Launcelot Road",Lewisham,Lewisham East,BROMLEY,2015-11-29,2015-11-01,2016-03-15 10:47:28,Standard Occupancy
8924000742019041209114379500970,,Metropolitan Police,"Lewisham Police Station, 43 Lewisham High Street",SE13 5JZ,971630570000,151,158,156,G,1826,645,16,Emergency Services,2019-03-11,E09000023,E14000787,Greater London Authority,2019-04-12,Emergency Services,Natural Gas,,,,15271,218,353,217,70,0,0.9,1915,1943,662,678,17,16,Yes,1159,,1,Mixed-mode with Mechanical Ventilation,S9;,"Metropolitan Police, Lewisham Police Station, 43 Lewisham High Street",Lewisham,Lewisham East,LONDON,2019-04-24,2019-02-28,2019-04-12 09:11:43,Standard Occupancy
7541740922013121118224157920980,,The Bridge Leisure Centre,Kangley Bridge Road,SE26 5AQ,856140720000,80,75,91,D,445,354,0,Dry Sports And Leisure Facility; Fitness And Health Centre; Swimming Pool Centre,2013-12-11,E09000023,E14000788,Greater London Authority,2013-12-11,Dry Sports And Leisure Facility,Natural Gas,,,,4460,409,631,181,182,0,0,399,400,325,465,0,0,Yes,,2,5,Heating and Mechanical Ventilation,H8; H7; H6;,"The Bridge Leisure Centre, Kangley Bridge Road",Lewisham,Lewisham West and Penge,LONDON,2014-01-01,2013-11-30,2013-12-11 18:22:41,Extended Occupancy
82705440102015081809432523200980,,Drumbeat School,Roundtable Road,BR1 5LE,911114220000,85,79,,D,129,88,0,Schools And Seasonal Public Buildings,2015-08-17,E09000023,E14000787,Greater London Authority,2015-08-18,Schools And Seasonal Public Buildings,Natural Gas,,,,4432,102,151,53,51,0,0,116,,83,,9,,Yes,20,,4,Heating and Mechanical Ventilation,S3;,"Drumbeat School, Roundtable Road",Lewisham,Lewisham East,BROMLEY,2015-05-01,2015-03-31,2015-08-18 09:43:25,Extended Occupancy
2293210002010061812134098500960,,"333, Bromley Road",,SE6 2RP,606551590000,111,148,,E,256,163,0,Emergency Services,2010-06-18,E09000023,E14000787,Greater London Authority,2010-06-18,Emergency Services,Natural Gas,,,,2984,281,454,156,70,0,0,314,,168,,0,,Yes,,1,4,Heating and Mechanical Ventilation,S9;,"333, Bromley Road",Lewisham,Lewisham East,LONDON,2009-09-30,2009-06-30,2010-06-18 12:13:40,
68904900922012122112263395220961,UPPER SCHOOL,Bonus Pastor Catholic College,Winlaton Road,BR1 5PZ,693706510001,0,,,A,0,0,,Schools And Seasonal Public Buildings,2012-12-21,E09000023,E14000787,Greater London Authority,2012-12-21,Schools And Seasonal Public Buildings,Natural Gas,,,,4412,0,0,0,0,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,S3;,"UPPER SCHOOL, Bonus Pastor Catholic College, Winlaton Road",Lewisham,Lewisham East,BROMLEY,2012-10-09,2012-10-09,2012-12-21 12:26:33,
26947290022014051216022675790969,WHITEHEAD BUILDING & ANNEXE,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560009,75,82,53,C,169,103,0,University Campus,2013-01-31,E09000023,E14000789,Greater London Authority,2014-05-12,University Campus,Natural Gas,,,,3111,171,291,99,110,0,0,170,133,110,54,0,0,No,,,4,Heating and Natural Ventilation,S4;,"WHITEHEAD BUILDING & ANNEXE, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2013-10-30,2013-08-01,2014-05-12 16:02:26,Extended Occupancy
3790840952009121516113406920969,TRESSILLIAN BUILDING,Lewisham College,Breakspears Road,SE4 1UT,998106860002,95,130,,D,713,4,,University campus,2009-12-14,E09000023,E14000789,Greater London Authority,2009-12-15,University campus,Natural Gas,,,,8555,3,230,151,80,0,0,771,,205,,,,Yes,,2,4,Mixed-mode with Natural Ventilation,S4;,"TRESSILLIAN BUILDING, Lewisham College, Breakspears Road",Lewisham,"Lewisham, Deptford",LONDON,2009-11-26,2009-10-30,2009-12-15 16:11:34,
5136910062015091810593259020970,,Surrey House,80 Lewisham Way,SE14 6PB,757218990000,58,63,56,C,83,213,0,University Campus,2013-02-01,E09000023,E14000789,Greater London Authority,2015-09-18,University Campus,Natural Gas,,,,4711,234,246,32,110,0,0,94,97,251,192,0,0,No,,,4,Heating and Natural Ventilation,S4;,"Surrey House, 80 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2014-10-30,2014-08-01,2015-09-18 10:59:32,Extended Occupancy
29720645952012101418055902909168,,Deptford Park Primary School,Evelyn Street,SE8 5RJ,184652960000,87,85,82,D,91,90,0,Schools And Seasonal Public Buildings,2012-10-14,E09000023,E14000789,Greater London Authority,2012-10-14,Schools And Seasonal Public Buildings,Natural Gas,,,,4169,111,143,40,40,0,0,89,70,93,101,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Deptford Park Primary School, Evelyn Street",Lewisham,"Lewisham, Deptford",LONDON,2011-12-31,2011-10-31,2012-10-14 18:05:59,Standard Occupancy
6419002212016122020164800909170,,Wavelengths Leisure Centre,Giffin Street,SE8 4RJ,107420770000,108,96,104,E,771,607,0,Dry Sports And Leisure Facility; Fitness And Health Centre; Swimming Pool Centre,2016-12-20,E09000023,E14000789,Greater London Authority,2016-12-20,Swimming Pool Centre,Natural Gas,,,,4516,693,771,310,243,0,0,756,874,518,461,0,0,Yes,,2,1,Heating and Mechanical Ventilation,H8; H7; H6;,"Wavelengths Leisure Centre, Giffin Street",Lewisham,"Lewisham, Deptford",LONDON,2016-12-01,2016-10-31,2016-12-20 20:16:48,Extended Occupancy
6419072912018011321040900009170,,Wavelengths Leisure Centre,Giffin Street,SE8 4RJ,107420770000,103,108,96,E,743,600,0,Dry Sports And Leisure Facility; Fitness And Health Centre; Swimming Pool Centre,2018-01-13,E09000023,E14000789,Greater London Authority,2018-01-13,Swimming Pool Centre,Natural Gas,,,,4516,685,795,299,242,0,0,771,756,607,518,0,0,Yes,,2,1,Heating and Mechanical Ventilation,H8; H7; H6;,"Wavelengths Leisure Centre, Giffin Street",Lewisham,"Lewisham, Deptford",LONDON,2017-12-01,2017-10-31,2018-01-13 21:04:09,Extended Occupancy
52974731912012051722102713009193,BLOCK E,Sedgehill School,Sedgehill Road,SE6 3QW,137613490010,134,95,,F,92,60,0,Schools And Seasonal Public Buildings,2012-05-17,E09000023,E14000788,Greater London Authority,2012-05-17,Schools And Seasonal Public Buildings,Natural Gas,,,,2395,128,131,70,40,0,0,94,,60,,0,,Yes,,2,5,Heating and Mechanical Ventilation,S3;,"BLOCK E, Sedgehill School, Sedgehill Road",Lewisham,Lewisham West and Penge,LONDON,2012-05-01,2012-03-31,2012-05-17 22:10:27,Standard Occupancy
5489390502011102711422757209200,,Lewisham Reference Library,199-201 Lewisham High Street,SE13 6LG,150049250000,87,103,95,D,163,51,0,Cultural activities,2011-10-23,E09000023,E14000789,Greater London Authority,2011-10-27,Cultural activities,Natural Gas,,,,2696,98,218,110,88,0,0,205,174,50,57,0,0,Yes,,2,2,Mixed-mode with Mechanical Ventilation,H4;,"Lewisham Reference Library, 199-201 Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2011-10-23,2011-09-07,2011-10-27 11:42:27,Extended Occupancy
9397080202009112417063190509200,,Myatt Garden Primary School,Rokeby Road,SE4 1DF,526088590000,118,71,,E,62,82,,Schools and seasonal public buildings,2009-10-20,E09000023,E14000789,Greater London Authority,2009-11-24,Schools and seasonal public buildings,Natural Gas,,,,2423,175,146,47,40,0,0,50,,34,,,,No,,,4,Heating and Natural Ventilation,S3;,"Myatt Garden Primary School, Rokeby Road",Lewisham,"Lewisham, Deptford",LONDON,2009-10-01,2009-09-28,2009-11-24 17:06:31,
11956610102014102409373954209200,,Kilmorie Primary School,Kilmorie Road,SE23 2SP,716321250000,95,90,115,D,92,86,0,Schools And Seasonal Public Buildings,2014-10-24,E09000023,E14000788,Greater London Authority,2014-10-24,Schools And Seasonal Public Buildings,Natural Gas,,,,3944,113,132,43,40,0,0,95,187,90,33,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Kilmorie Primary School, Kilmorie Road",Lewisham,Lewisham West and Penge,LONDON,2014-09-30,2014-08-01,2014-10-24 09:37:39,Standard Occupancy
12942900842009031316300079429000,BLOCK G,Sydenham Girls School,Dartmouth Road,SE26 4RD,483930470002,48,,,B,23,77,,Schools and seasonal public buildings,2008-10-01,E09000023,E14000788,Greater London Authority,2009-03-13,Schools and seasonal public buildings,Natural Gas,,NONE,NONE,4232,94,140,10,40,0,0,,,,,,,,,,,Heating and Natural Ventilation,S3;,"BLOCK G, Sydenham Girls School, Dartmouth Road",Lewisham,Lewisham West and Penge,LONDON,2008-10-01,2008-08-31,2009-03-13 16:30:00,
9586130502009020413273269809000,,St. John Baptist School,Beachborough Road,BR1 5RL,757163860000,200,,,G,58,70,,Schools and seasonal public buildings,2008-10-01,E09000023,E14000787,Greater London Authority,2009-02-04,Schools and seasonal public buildings,Natural Gas,,NONE,PHOTOVOLTAIC ARRAY,1320,280,140,80,40,0,0,,,,,,,,,,,Heating and Natural Ventilation,S3;,"St. John Baptist School, Beachborough Road",Lewisham,Lewisham East,BROMLEY,2008-10-01,2008-07-30,2009-02-04 13:27:32,
22811260742010020417085679309020,,The Ladywell Unit,"University Hospital Lewisham, Lewisham High Street",SE13 6LW,170436370000,200,,,G,624,1344,,Long term residential,2009-12-01,E09000023,E14000789,Greater London Authority,2010-02-04,Long term residential,Natural Gas,,Not applicable,Not applicable,8750,792,396,130,65,0,0,,,,,,,Yes,,2,5,Heating and Natural Ventilation,S7;,"The Ladywell Unit, University Hospital Lewisham, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2010-01-01,2009-12-31,2010-02-04 17:08:56,
12855130842009120911043001509020,,John Ball Primary School,Southvale Road,SE3 0TP,187963500000,72,31,,C,30,42,,Schools and seasonal public buildings,2009-12-09,E09000023,E14000787,Greater London Authority,2009-12-09,Schools and seasonal public buildings,Natural Gas,,,,1983,110,146,27,40,0,0,26,,4,,,,No,,,4,Heating and Natural Ventilation,S3;,"John Ball Primary School, Southvale Road",Lewisham,Lewisham East,LONDON,2009-08-31,2009-05-31,2009-12-09 11:04:30,
7067730202008121009392361309020,,Lewisham Fire Station,249-259 Lewisham High Street,SE13 6NH,720863360000,81,,,D,98,102,0,Emergency Services,2008-12-09,E09000023,E14000789,Greater London Authority,2008-12-10,Emergency Services,Natural Gas,,Not applicable,Not applicable,2542,208,277,71,78,0,0,,,,,,,,,,,Heating and Natural Ventilation,S9; C1;,"Lewisham Fire Station, 249-259 Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2008-12-01,2008-11-21,2008-12-10 09:39:23,
33244841902011061515035022250950,UOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220015,193,,,G,96,60,0,Clinic; General Office,2011-05-12,E09000023,E14000789,Greater London Authority,2011-06-15,General Office,Natural Gas,,,,1050,293,148,167,88,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,S5; C1;,"UOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2011-04-01,2011-01-31,2011-06-15 15:03:50,Standard Occupancy
33243940902011061514525522260950,DOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220006,193,,,G,404,250,0,Laboratory Or Operating Theatre; Storage Facility; General Office,2011-05-12,E09000023,E14000789,Greater London Authority,2011-06-15,General Office,Natural Gas,,,,4408,293,128,167,94,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,S10; W4; C1;,"DOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2011-04-01,2011-01-31,2011-06-15 14:52:55,Standard Occupancy
8101890142011062810393356900950,,St. Bartholomews Primary School,The Peak,SE26 4LJ,318169950000,53,58,,C,19,12,0,Schools And Seasonal Public Buildings,2011-05-16,E09000023,E14000788,Greater London Authority,2011-06-28,Schools And Seasonal Public Buildings,Natural Gas,,,,1198,54,151,30,40,0,0,22,,12,,0,,No,,,4,Heating and Natural Ventilation,S3;,"St. Bartholomews Primary School, The Peak",Lewisham,Lewisham West and Penge,LONDON,2011-05-21,2011-02-28,2011-06-28 10:39:33,Standard Occupancy
14356540242015051313182677700950,,Downderry Primary School,Downderry Road,BR1 5QL,729094770000,59,106,92,C,57,33,0,Schools And Seasonal Public Buildings,2015-05-13,E09000023,E14000787,Greater London Authority,2015-05-13,Schools And Seasonal Public Buildings,Natural Gas,,,,3181,53,132,33,40,0,0,65,61,112,60,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Downderry Primary School, Downderry Road",Lewisham,Lewisham East,BROMLEY,2014-09-30,2014-08-01,2015-05-13 13:18:26,Standard Occupancy
57945360602016051016051300600950,,Trinity School,Taunton Road,SE12 8PD,764226600000,99,85,86,D,299,112,0,Schools And Seasonal Public Buildings,2016-05-10,E09000023,E14000787,Greater London Authority,2016-05-10,Schools And Seasonal Public Buildings,Natural Gas,,,,6254,121,164,87,63,0,0,257,245,100,121,0,0,Yes,,2,5,Air Conditioning,S3;,"Trinity School, Taunton Road",Lewisham,Lewisham East,LONDON,2016-05-01,2016-03-31,2016-05-10 16:05:13,Extended Occupancy
25364484052014040816190508009214,,Fairlawn Primary School,Honor Oak Road,SE23 3SB,248848010000,134,111,112,F,49,85,0,Schools And Seasonal Public Buildings,2014-04-08,E09000023,E14000788,Greater London Authority,2014-04-08,Schools And Seasonal Public Buildings,Natural Gas,,,,1932,227,154,46,40,0,0,48,52,56,57,0,0,Yes,,2,4,Heating and Natural Ventilation,S3;,"Fairlawn Primary School, Honor Oak Road",Lewisham,Lewisham West and Penge,LONDON,2013-10-29,2013-10-09,2014-04-08 16:19:05,Standard Occupancy
29720620802016011111322769900990,,Deptford Park Primary School,Evelyn Street,SE8 5RJ,184652960000,76,78,95,D,90,66,0,Schools And Seasonal Public Buildings,2016-01-11,E09000023,E14000789,Greater London Authority,2016-01-11,Schools And Seasonal Public Buildings,Natural Gas,,,,4169,82,140,39,40,0,0,95,112,59,91,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Deptford Park Primary School, Evelyn Street",Lewisham,"Lewisham, Deptford",LONDON,2015-12-31,2015-11-01,2016-01-11 11:32:27,Standard Occupancy
33244841942017041316222821250990,UOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220015,67,75,133,C,59,33,0,Hospital - Clinical And Research,2017-01-19,E09000023,E14000789,Greater London Authority,2017-04-13,Hospital - Clinical And Research,Natural Gas,,,,1092.54,154,392,99,90,0,0,61,69,38,37,0,0,No,,,4,Heating and Natural Ventilation,S6;,"UOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2017-03-31,2017-01-01,2017-04-13 16:22:28,Standard Occupancy
33244541902016021512450124220990,KOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220012,132,106,140,F,557,298,0,Clinic,2016-01-14,E09000023,E14000789,Greater London Authority,2016-02-15,Clinic,Natural Gas,,,,8792.05,175,180,115,70,0,0,679,966,478,683,0,0,No,,,4,Heating and Natural Ventilation,S5;,"KOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2015-03-31,2015-03-31,2016-02-15 12:45:01,Standard Occupancy
78912842902016021512472025200990,MOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220020,79,135,84,D,1340,717,0,Hospital - Clinical And Research,2016-01-15,E09000023,E14000789,Greater London Authority,2016-02-15,Hospital - Clinical And Research,Natural Gas,,,,21158,175,379,115,90,0,0,2397,1575,1150,808,144,6,No,,,4,Heating and Natural Ventilation,S6;,"MOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2015-03-31,2015-03-31,2016-02-15 12:47:20,Standard Occupancy
4922820802011011416420650800990,,London Borough of Lewisham,,SE6 4RT,382612850000,145,167,163,F,1454,309,0,General Office,2010-01-10,E09000023,E14000787,Greater London Authority,2011-01-14,General Office,Natural Gas,,,,12068,132,139,219,134,0,0,1589,1609,429,339,0,0,Yes,,2,2,Air Conditioning,C1;,London Borough of Lewisham,Lewisham,Lewisham East,LONDON,2010-10-23,2010-09-06,2011-01-14 16:42:06,Extended Occupancy
5432450442011011417315407000990,,Abbey Manor College,40 Falmouth Close,SE12 8PJ,540185000000,108,115,111,E,75,55,0,Schools and seasonal public buildings,2011-01-13,E09000023,E14000787,Greater London Authority,2011-01-14,Schools and seasonal public buildings,Natural Gas,,,,1903,150,172,71,55,0,0,64,63,69,62,0,0,Yes,,1,4,Heating and Natural Ventilation,S3;,"Abbey Manor College, 40 Falmouth Close",Lewisham,Lewisham East,LONDON,2010-10-23,2010-09-22,2011-01-14 17:31:54,Extended Occupancy
54842620342013011611132815830990,LLOYDS BUILDING (BLOCK E),Edmund Waller School,Waller Road,SE14 5LY,539212810003,134,99,91,F,47,34,0,Schools And Seasonal Public Buildings,2013-01-15,E09000023,E14000789,Greater London Authority,2013-01-16,Schools And Seasonal Public Buildings,Natural Gas,,,,1240,142,138,69,40,0,0,46,20,16,37,0,0,Yes,,1,4,Heating and Natural Ventilation,S3;,"LLOYDS BUILDING (BLOCK E), Edmund Waller School, Waller Road",Lewisham,"Lewisham, Deptford",LONDON,2012-10-27,2012-09-30,2013-01-16 11:13:28,Standard Occupancy
