"date","geography","geography code","Rural Urban","Cars: All categories: Car or van availability; measures: Value","Cars: No cars or vans in household; measures: Value","Cars: 1 car or van in household; measures: Value","Cars: 2 cars or vans in household; measures: Value","Cars: 3 cars or vans in household; measures: Value","Cars: 4 or more cars or vans in household; measures: Value","Cars: sum of all cars or vans in the area; measures: Value"
"2011","E00000264","E00000264","Total",126,68,49,9,0,0,67
"2011","E00000236","E00000236","Total",116,56,50,10,0,0,70
"2011","E00000238","E00000238","Total",120,73,41,5,1,0,54
"2011","E00000243","E00000243","Total",153,81,64,7,1,0,81
"2011","E00000244","E00000244","Total",133,65,61,5,2,0,77
"2011","E00000245","E00000245","Total",121,72,41,6,1,1,61
"2011","E00000248","E00000248","Total",131,79,47,5,0,0,57
"2011","E00000250","E00000250","Total",161,85,66,9,1,0,87
"2011","E00000251","E00000251","Total",162,102,53,5,1,1,70
"2011","E00000256","E00000256","Total",147,91,52,3,1,0,61
"2011","E00000258","E00000258","Total",124,83,36,5,0,0,46
"2011","E00000240","E00000240","Total",156,84,56,14,2,0,90
"2011","E00000253","E00000253","Total",136,81,49,4,2,0,63
"2011","E00175108","E00175108","Total",132,85,39,6,1,1,58
"2011","E00175109","E00175109","Total",126,78,42,5,1,0,55
"2011","E00175111","E00175111","Total",81,36,41,4,0,0,49
"2011","E00000242","E00000242","Total",107,62,40,5,0,0,50
"2011","E00000263","E00000263","Total",215,118,85,11,1,0,110
"2011","E00175110","E00175110","Total",117,58,49,8,2,0,71
"2011","E00175112","E00175112","Total",47,29,18,0,0,0,18
"2011","E00175121","E00175121","Total",53,28,24,1,0,0,26
"2011","E00175122","E00175122","Total",79,40,34,4,1,0,45
"2011","E00000451","E00000451","Total",90,35,34,10,8,3,92
"2011","E00000456","E00000456","Total",146,70,58,12,5,1,101
"2011","E00000467","E00000467","Total",131,62,57,9,2,1,85
"2011","E00000471","E00000471","Total",138,67,56,9,5,1,95
"2011","E00000475","E00000475","Total",128,72,49,5,2,0,65
"2011","E00000454","E00000454","Total",124,67,46,10,0,1,70
"2011","E00000462","E00000462","Total",109,53,43,8,5,0,74
"2011","E00000465","E00000465","Total",152,74,59,17,2,0,99
"2011","E00000472","E00000472","Total",117,70,41,5,1,0,54
"2011","E00000480","E00000480","Total",140,81,54,4,1,0,65
"2011","E00000452","E00000452","Total",218,62,122,34,0,0,190
"2011","E00000457","E00000457","Total",109,36,57,14,0,2,93
"2011","E00000468","E00000468","Total",89,49,29,10,1,0,52
"2011","E00000477","E00000477","Total",50,21,23,5,0,1,37
"2011","E00000479","E00000479","Total",51,24,26,1,0,0,28
"2011","E00000458","E00000458","Total",94,58,33,3,0,0,39
"2011","E00000459","E00000459","Total",91,46,39,5,1,0,52
"2011","E00000460","E00000460","Total",93,57,32,3,1,0,41
"2011","E00000461","E00000461","Total",90,38,44,6,1,1,64
"2011","E00000474","E00000474","Total",133,50,61,20,2,0,107
"2011","E00000476","E00000476","Total",138,79,55,4,0,0,63
"2011","E00000104","E00000104","Total",127,39,57,25,4,2,127
"2011","E00000108","E00000108","Total",118,41,53,24,0,0,101
"2011","E00000109","E00000109","Total",133,55,48,21,5,4,122
"2011","E00000115","E00000115","Total",126,54,48,20,4,0,100
"2011","E00000110","E00000110","Total",117,41,57,19,0,0,95
"2011","E00000111","E00000111","Total",152,46,74,26,5,1,145
"2011","E00000113","E00000113","Total",133,37,67,22,4,3,135
"2011","E00000114","E00000114","Total",111,37,52,14,6,2,106
"2011","E00000123","E00000123","Total",137,57,54,16,8,2,118
"2011","E00000482","E00000482","Total",127,47,64,14,2,0,98
"2011","E00000484","E00000484","Total",159,63,69,23,3,1,129
"2011","E00000485","E00000485","Total",134,51,56,21,5,1,117
"2011","E00000487","E00000487","Total",119,53,44,18,4,0,92
"2011","E00000510","E00000510","Total",169,94,61,12,1,1,92
"2011","E00000481","E00000481","Total",137,58,58,18,1,2,105
"2011","E00000483","E00000483","Total",126,27,63,26,9,1,146
"2011","E00000489","E00000489","Total",135,51,58,20,5,1,117
"2011","E00000491","E00000491","Total",133,42,65,23,3,0,120
"2011","E00000504","E00000504","Total",94,41,42,10,1,0,65
"2011","E00000486","E00000486","Total",132,51,54,24,2,1,112
"2011","E00000488","E00000488","Total",140,51,61,21,6,1,126
"2011","E00000490","E00000490","Total",144,42,77,16,7,2,140
"2011","E00000492","E00000492","Total",121,40,55,22,3,1,112
"2011","E00000499","E00000499","Total",129,46,50,27,5,1,123
"2011","E00000103","E00000103","Total",139,43,61,29,5,1,138
"2011","E00000106","E00000106","Total",120,34,55,22,7,2,128
"2011","E00000107","E00000107","Total",134,47,67,16,3,1,114
"2011","E00165805","E00165805","Total",78,36,29,12,1,0,56
"2011","E00001224","E00001224","Total",125,25,75,19,4,2,133
"2011","E00001228","E00001228","Total",133,22,74,27,9,1,160
"2011","E00001230","E00001230","Total",152,47,72,29,4,0,142
"2011","E00001233","E00001233","Total",144,21,92,24,6,1,162
"2011","E00001234","E00001234","Total",112,24,48,26,12,2,144
"2011","E00001217","E00001217","Total",126,20,81,22,3,0,134
"2011","E00001218","E00001218","Total",108,9,41,49,8,1,169
"2011","E00001221","E00001221","Total",111,13,48,38,11,1,161
"2011","E00001226","E00001226","Total",118,18,60,36,2,2,150
"2011","E00001237","E00001237","Total",109,5,37,43,16,8,207
"2011","E00001211","E00001211","Total",221,83,107,25,5,1,176
"2011","E00001214","E00001214","Total",131,61,53,14,1,2,93
"2011","E00001220","E00001220","Total",158,35,85,32,4,2,172
"2011","E00001223","E00001223","Total",152,28,69,43,9,3,194
"2011","E00001229","E00001229","Total",129,9,69,39,9,3,186
"2011","E00001235","E00001235","Total",188,62,86,30,7,3,181
"2011","E00001209","E00001209","Total",130,17,43,53,14,3,205
"2011","E00001213","E00001213","Total",120,5,49,51,10,5,204
"2011","E00001215","E00001215","Total",131,21,55,32,17,6,199
"2011","E00001219","E00001219","Total",117,18,75,22,1,1,126
"2011","E00001222","E00001222","Total",124,23,75,22,2,2,134
"2011","E00001405","E00001405","Total",118,23,57,32,6,0,139
"2011","E00001425","E00001425","Total",137,28,67,34,7,1,160
"2011","E00001426","E00001426","Total",152,72,48,27,5,0,117
"2011","E00001431","E00001431","Total",114,18,52,37,6,1,149
"2011","E00001438","E00001438","Total",108,9,53,37,8,1,155
"2011","E00001424","E00001424","Total",130,16,51,50,10,3,193
"2011","E00001429","E00001429","Total",131,40,61,25,4,1,127
"2011","E00001430","E00001430","Total",120,22,61,24,9,4,152
"2011","E00001432","E00001432","Total",137,15,62,48,8,4,198
"2011","E00001434","E00001434","Total",124,15,77,29,2,1,145
"2011","E00000865","E00000865","Total",146,37,62,37,7,3,171
"2011","E00000867","E00000867","Total",122,33,53,30,4,2,133
"2011","E00000868","E00000868","Total",121,33,53,29,4,2,136
"2011","E00000869","E00000869","Total",133,44,56,31,1,1,126
"2011","E00001216","E00001216","Total",129,7,74,34,9,5,189
"2011","E00001236","E00001236","Total",135,26,64,33,8,4,171
"2011","E00001238","E00001238","Total",132,34,60,31,5,2,145
"2011","E00001241","E00001241","Total",125,22,74,25,3,1,137
"2011","E00001244","E00001244","Total",133,17,71,34,10,1,173
"2011","E00001210","E00001210","Total",133,18,65,37,10,3,181
"2011","E00001227","E00001227","Total",127,15,55,44,11,2,187
"2011","E00001231","E00001231","Total",128,32,81,12,2,1,115
"2011","E00001232","E00001232","Total",98,31,60,7,0,0,74
"2011","E00001240","E00001240","Total",139,39,62,27,7,4,154
"2011","E00001242","E00001242","Total",121,19,70,20,10,2,149
"2011","E00001206","E00001206","Total",178,62,75,31,8,2,170
"2011","E00001212","E00001212","Total",130,30,65,30,3,2,143
"2011","E00001239","E00001239","Total",126,28,67,27,4,0,133
"2011","E00001246","E00001246","Total",132,53,62,14,2,1,100
"2011","E00001248","E00001248","Total",205,88,99,16,1,1,139
"2011","E00001251","E00001251","Total",176,52,95,28,1,0,154
"2011","E00001207","E00001207","Total",123,28,61,30,3,1,134
"2011","E00001243","E00001243","Total",124,25,58,29,9,3,155
"2011","E00001245","E00001245","Total",119,51,49,14,4,1,93
"2011","E00001247","E00001247","Total",135,45,49,34,6,1,141
"2011","E00001250","E00001250","Total",118,23,56,34,3,2,142
"2011","E00001252","E00001252","Total",134,62,53,17,1,1,94
"2011","E00000824","E00000824","Total",108,20,49,27,8,4,144
"2011","E00000826","E00000826","Total",119,18,69,30,2,0,135
"2011","E00000827","E00000827","Total",128,21,67,35,3,2,154
"2011","E00000864","E00000864","Total",136,24,44,54,9,5,206
"2011","E00000866","E00000866","Total",157,25,84,38,8,2,192
"2011","E00000832","E00000832","Total",116,15,59,31,8,3,157
"2011","E00000834","E00000834","Total",108,10,50,35,11,2,161
"2011","E00000835","E00000835","Total",119,16,56,38,7,2,161
"2011","E00000836","E00000836","Total",122,7,44,57,12,2,202
"2011","E00000839","E00000839","Total",111,11,47,37,11,5,177
"2011","E00000821","E00000821","Total",107,39,53,13,2,0,85
"2011","E00000822","E00000822","Total",99,26,53,20,0,0,93
"2011","E00000828","E00000828","Total",110,14,57,25,10,4,153
"2011","E00000829","E00000829","Total",131,27,51,36,16,1,175
"2011","E00000831","E00000831","Total",123,16,58,40,5,4,170
"2011","E00000837","E00000837","Total",100,26,55,13,5,1,100
"2011","E00000844","E00000844","Total",116,14,50,38,9,5,174
"2011","E00000847","E00000847","Total",120,11,40,45,19,5,208
"2011","E00000850","E00000850","Total",113,22,51,30,9,1,143
"2011","E00000854","E00000854","Total",120,12,51,40,12,5,188
"2011","E00000857","E00000857","Total",133,25,87,15,2,4,143
"2011","E00001404","E00001404","Total",120,25,55,30,7,3,149
"2011","E00001419","E00001419","Total",117,18,68,28,3,0,133
"2011","E00001437","E00001437","Total",121,24,59,31,5,2,144
"2011","E00001442","E00001442","Total",120,17,62,28,7,6,164
"2011","E00001445","E00001445","Total",132,40,63,22,5,2,130
"2011","E00001406","E00001406","Total",122,23,55,36,6,2,153
"2011","E00001412","E00001412","Total",137,61,58,10,8,0,102
"2011","E00001413","E00001413","Total",111,25,46,31,8,1,136
"2011","E00001415","E00001415","Total",131,39,59,29,3,1,130
"2011","E00001420","E00001420","Total",121,38,57,20,5,1,117
"2011","E00001397","E00001397","Total",120,38,47,30,3,2,124
"2011","E00001401","E00001401","Total",116,49,37,25,4,1,103
"2011","E00001410","E00001410","Total",124,12,51,46,15,0,188
"2011","E00001418","E00001418","Total",96,13,40,34,8,1,137
"2011","E00001443","E00001443","Total",112,22,51,36,2,1,133
"2011","E00001398","E00001398","Total",116,40,53,17,6,0,105
"2011","E00001403","E00001403","Total",126,51,55,16,2,2,103
"2011","E00001409","E00001409","Total",141,54,63,15,7,2,123
"2011","E00001414","E00001414","Total",109,37,52,20,0,0,92
"2011","E00001417","E00001417","Total",139,45,64,22,7,1,133
"2011","E00001399","E00001399","Total",115,38,48,22,6,1,115
"2011","E00001407","E00001407","Total",146,56,69,20,1,0,112
"2011","E00001408","E00001408","Total",122,57,50,10,3,2,88
"2011","E00001411","E00001411","Total",93,36,40,13,4,0,78
"2011","E00001416","E00001416","Total",126,29,69,21,4,3,135
"2011","E00001396","E00001396","Total",153,54,74,22,3,0,127
"2011","E00001402","E00001402","Total",144,18,52,58,13,3,220
"2011","E00001427","E00001427","Total",132,42,53,33,2,2,133
"2011","E00001428","E00001428","Total",113,39,64,8,2,0,86
"2011","E00001433","E00001433","Total",130,46,41,38,4,1,133
"2011","E00001310","E00001310","Total",101,31,56,12,2,0,86
"2011","E00001343","E00001343","Total",116,24,50,34,6,2,144
"2011","E00001344","E00001344","Total",110,10,48,36,13,3,171
"2011","E00001345","E00001345","Total",127,6,38,64,14,5,230
"2011","E00001347","E00001347","Total",113,11,29,48,16,9,212
"2011","E00001303","E00001303","Total",122,16,60,33,11,2,167
"2011","E00001332","E00001332","Total",209,80,101,25,3,0,160
"2011","E00001333","E00001333","Total",137,28,80,21,7,1,147
"2011","E00001334","E00001334","Total",134,40,75,15,2,2,119
"2011","E00001335","E00001335","Total",143,43,64,30,6,0,142
"2011","E00001336","E00001336","Total",129,17,45,53,12,2,195
"2011","E00001337","E00001337","Total",131,22,45,46,17,1,192
"2011","E00001340","E00001340","Total",134,19,62,43,10,0,178
"2011","E00001346","E00001346","Total",141,26,64,43,8,0,174
"2011","E00001302","E00001302","Total",127,18,75,27,5,2,152
"2011","E00001304","E00001304","Total",144,32,78,27,4,3,156
"2011","E00001338","E00001338","Total",127,17,59,40,8,3,175
"2011","E00001339","E00001339","Total",107,10,56,35,5,1,145
"2011","E00001342","E00001342","Total",121,24,58,34,3,2,144
"2011","E00000823","E00000823","Total",152,49,68,30,4,1,145
"2011","E00000841","E00000841","Total",113,18,39,36,12,8,181
"2011","E00000842","E00000842","Total",122,40,59,21,1,1,108
"2011","E00000845","E00000845","Total",132,38,60,29,4,1,134
"2011","E00000846","E00000846","Total",137,35,56,31,14,1,164
"2011","E00000825","E00000825","Total",121,48,53,19,1,0,94
"2011","E00000830","E00000830","Total",171,62,89,17,2,1,133
"2011","E00000833","E00000833","Total",125,48,58,15,3,1,101
"2011","E00000838","E00000838","Total",124,36,70,16,2,0,108
"2011","E00000840","E00000840","Total",144,55,66,22,0,1,114
"2011","E00000843","E00000843","Total",171,49,91,24,7,0,160
"2011","E00000848","E00000848","Total",121,9,59,38,11,4,186
"2011","E00000849","E00000849","Total",135,44,58,28,3,2,131
"2011","E00000852","E00000852","Total",106,7,57,37,3,2,149
"2011","E00000856","E00000856","Total",129,12,57,48,10,2,192
"2011","E00000860","E00000860","Total",126,7,62,44,12,1,190
"2011","E00000819","E00000819","Total",161,68,63,25,5,0,128
"2011","E00000851","E00000851","Total",171,49,93,24,5,0,156
"2011","E00000853","E00000853","Total",127,47,64,15,1,0,97
"2011","E00000855","E00000855","Total",161,57,72,25,6,1,144
"2011","E00000858","E00000858","Total",146,26,78,34,7,1,171
"2011","E00000820","E00000820","Total",115,13,48,41,8,5,175
"2011","E00000859","E00000859","Total",104,39,50,13,0,2,84
"2011","E00000861","E00000861","Total",115,19,53,32,9,2,154
"2011","E00000862","E00000862","Total",163,31,59,52,14,7,234
"2011","E00000863","E00000863","Total",121,16,55,37,12,1,169
"2011","E00001108","E00001108","Total",124,10,31,61,17,5,224
"2011","E00001117","E00001117","Total",107,12,33,38,12,12,198
"2011","E00001118","E00001118","Total",128,16,49,40,15,8,207
"2011","E00001122","E00001122","Total",116,17,50,39,4,6,164
"2011","E00001208","E00001208","Total",133,3,31,55,32,12,286
"2011","E00001225","E00001225","Total",127,8,30,64,16,9,246
"2011","E00001249","E00001249","Total",128,7,39,58,14,10,243
"2011","E00001253","E00001253","Total",92,6,33,33,19,1,160
"2011","E00001254","E00001254","Total",117,3,38,36,23,17,258
"2011","E00001368","E00001368","Total",115,8,30,39,19,19,258
"2011","E00001370","E00001370","Total",128,6,36,55,18,13,257
"2011","E00001372","E00001372","Total",131,4,21,61,26,19,303
"2011","E00001380","E00001380","Total",139,7,54,51,21,6,244
"2011","E00001367","E00001367","Total",124,11,46,49,16,2,200
"2011","E00001369","E00001369","Total",130,21,40,47,19,3,203
"2011","E00001374","E00001374","Total",118,7,35,49,18,9,230
"2011","E00001375","E00001375","Total",125,6,29,59,25,6,248
"2011","E00001435","E00001435","Total",128,27,54,35,9,3,163
"2011","E00001436","E00001436","Total",135,41,67,22,3,2,129
"2011","E00001439","E00001439","Total",133,33,73,18,6,3,140
"2011","E00001440","E00001440","Total",121,40,63,16,2,0,101
"2011","E00001444","E00001444","Total",137,37,71,22,5,2,138
"2011","E00001400","E00001400","Total",125,41,53,26,4,1,121
"2011","E00001421","E00001421","Total",112,16,50,35,10,1,154
"2011","E00001422","E00001422","Total",161,55,86,15,3,2,139
"2011","E00001423","E00001423","Total",147,5,39,71,18,14,302
"2011","E00001441","E00001441","Total",129,32,43,38,15,1,169
"2011","E00001308","E00001308","Total",133,24,50,48,7,4,183
"2011","E00001309","E00001309","Total",113,40,35,30,7,1,120
"2011","E00001341","E00001341","Total",109,13,32,46,10,8,190
"2011","E00001348","E00001348","Total",108,5,37,45,14,7,204
"2011","E00001349","E00001349","Total",119,28,52,32,6,1,138
"2011","E00001305","E00001305","Total",110,3,45,39,19,4,198
"2011","E00001307","E00001307","Total",116,6,40,48,18,4,207
"2011","E00001311","E00001311","Total",120,5,32,52,24,7,237
"2011","E00001313","E00001313","Total",122,17,48,45,6,6,183
"2011","E00001306","E00001306","Total",130,43,61,21,4,1,119
"2011","E00001312","E00001312","Total",144,18,59,42,18,7,229
"2011","E00001314","E00001314","Total",127,24,55,39,6,3,163
"2011","E00001315","E00001315","Total",112,49,53,10,0,0,73
"2011","E00001318","E00001318","Total",135,54,60,18,2,1,106
"2011","E00001373","E00001373","Total",157,60,63,25,7,2,142
"2011","E00001377","E00001377","Total",94,51,39,4,0,0,47
"2011","E00001378","E00001378","Total",79,13,48,17,1,0,85
"2011","E00001379","E00001379","Total",150,55,71,23,0,1,121
"2011","E00001353","E00001353","Total",145,34,75,31,3,2,154
"2011","E00001371","E00001371","Total",127,27,73,21,2,4,140
"2011","E00001376","E00001376","Total",134,20,88,22,3,1,145
"2011","E00001382","E00001382","Total",116,12,51,42,9,2,170
"2011","E00001385","E00001385","Total",117,10,62,37,7,1,161
"2011","E00000610","E00000610","Total",131,11,47,62,7,4,212
"2011","E00000611","E00000611","Total",112,8,29,60,10,5,206
"2011","E00000613","E00000613","Total",128,16,35,55,17,5,216
"2011","E00000614","E00000614","Total",114,8,42,51,11,2,186
"2011","E00000584","E00000584","Total",127,16,56,43,7,5,186
"2011","E00000587","E00000587","Total",127,15,58,41,10,3,184
"2011","E00000612","E00000612","Total",111,12,52,37,8,2,158
"2011","E00000616","E00000616","Total",129,21,60,42,5,1,163
"2011","E00000618","E00000618","Total",129,31,56,36,6,0,146
"2011","E00000576","E00000576","Total",118,6,53,45,8,6,196
"2011","E00000578","E00000578","Total",135,21,57,44,10,3,188
"2011","E00000582","E00000582","Total",234,33,116,63,17,5,317
"2011","E00000591","E00000591","Total",120,22,50,42,6,0,152
"2011","E00000580","E00000580","Total",131,14,46,50,17,4,214
"2011","E00000585","E00000585","Total",122,9,55,41,12,5,195
"2011","E00000588","E00000588","Total",128,17,64,36,8,3,172
"2011","E00000619","E00000619","Total",124,12,58,40,10,4,185
"2011","E00000593","E00000593","Total",125,13,42,46,14,10,218
"2011","E00000596","E00000596","Total",132,23,72,31,4,2,155
"2011","E00000598","E00000598","Total",134,19,52,43,15,5,203
"2011","E00000601","E00000601","Total",131,29,56,32,7,7,171
"2011","E00000581","E00000581","Total",240,56,132,39,8,5,256
"2011","E00000586","E00000586","Total",127,25,51,34,8,9,193
"2011","E00000589","E00000589","Total",139,26,61,39,9,4,184
"2011","E00000615","E00000615","Total",126,16,61,35,13,1,174
"2011","E00000617","E00000617","Total",130,26,74,21,5,4,150
"2011","E00000579","E00000579","Total",127,16,65,35,4,7,175
"2011","E00000583","E00000583","Total",190,39,84,59,7,1,227
"2011","E00000590","E00000590","Total",119,24,53,33,7,2,148
"2011","E00000594","E00000594","Total",136,21,73,27,11,4,176
"2011","E00000620","E00000620","Total",137,14,65,49,8,1,191
"2011","E00000592","E00000592","Total",123,33,52,33,4,1,134
"2011","E00000595","E00000595","Total",135,46,69,14,6,0,115
"2011","E00000597","E00000597","Total",117,17,45,46,8,1,165
"2011","E00000599","E00000599","Total",126,52,60,12,2,0,90
"2011","E00000600","E00000600","Total",137,18,79,30,8,2,171
"2011","E00000602","E00000602","Total",134,36,73,18,7,0,130
"2011","E00000603","E00000603","Total",137,37,74,23,3,0,129
"2011","E00000604","E00000604","Total",140,28,81,27,3,1,148
"2011","E00000605","E00000605","Total",137,28,53,43,9,4,186
"2011","E00000577","E00000577","Total",100,45,45,9,0,1,67
"2011","E00000606","E00000606","Total",134,56,58,18,2,0,100
"2011","E00000607","E00000607","Total",122,44,58,18,2,0,100
"2011","E00000608","E00000608","Total",122,30,71,16,2,3,123
"2011","E00000609","E00000609","Total",182,74,82,24,2,0,136
"2011","E00001324","E00001324","Total",133,20,61,38,10,4,185
"2011","E00001325","E00001325","Total",108,27,55,18,7,1,116
"2011","E00001327","E00001327","Total",123,32,63,20,5,3,132
"2011","E00001328","E00001328","Total",131,40,57,31,3,0,128
"2011","E00001329","E00001329","Total",162,48,91,20,2,1,141
"2011","E00001331","E00001331","Total",134,68,50,12,3,1,87
"2011","E00001320","E00001320","Total",122,14,45,43,17,3,194
"2011","E00001323","E00001323","Total",133,17,32,51,22,11,247
"2011","E00001326","E00001326","Total",122,9,42,52,16,3,208
"2011","E00001330","E00001330","Total",134,8,39,59,15,13,257
"2011","E00001316","E00001316","Total",121,37,53,26,4,1,121
"2011","E00001317","E00001317","Total",124,33,52,29,7,3,143
"2011","E00001319","E00001319","Total",136,28,65,30,9,4,170
"2011","E00001321","E00001321","Total",124,14,39,52,14,5,207
"2011","E00001322","E00001322","Total",194,73,79,38,3,1,174
"2011","E00001573","E00001573","Total",148,52,64,24,7,1,139
"2011","E00001574","E00001574","Total",125,23,66,26,10,0,148
"2011","E00001575","E00001575","Total",117,51,46,19,0,1,88
"2011","E00001576","E00001576","Total",121,18,61,30,10,2,159
"2011","E00001578","E00001578","Total",117,13,66,30,6,2,154
"2011","E00001543","E00001543","Total",139,40,64,24,8,3,148
"2011","E00001580","E00001580","Total",119,35,58,18,6,2,123
"2011","E00001582","E00001582","Total",136,59,59,14,4,0,99
"2011","E00001586","E00001586","Total",125,48,62,15,0,0,92
"2011","E00001587","E00001587","Total",128,49,66,13,0,0,92
"2011","E00001588","E00001588","Total",127,31,64,28,3,1,133
"2011","E00001352","E00001352","Total",134,34,75,22,2,1,132
"2011","E00001355","E00001355","Total",123,5,48,43,18,9,228
"2011","E00001356","E00001356","Total",134,47,69,15,3,0,108
"2011","E00001383","E00001383","Total",118,17,63,34,3,1,144
"2011","E00001393","E00001393","Total",135,21,67,33,12,2,178
"2011","E00001351","E00001351","Total",119,56,53,8,2,0,75
"2011","E00001354","E00001354","Total",132,48,65,18,0,1,105
"2011","E00001357","E00001357","Total",116,35,63,15,2,1,107
"2011","E00001358","E00001358","Total",145,50,79,15,1,0,112
"2011","E00001359","E00001359","Total",126,64,52,10,0,0,72
"2011","E00001361","E00001361","Total",139,75,51,11,1,1,80
"2011","E00001381","E00001381","Total",120,10,47,44,13,6,202
"2011","E00001386","E00001386","Total",123,7,49,53,10,4,202
"2011","E00001389","E00001389","Total",115,6,42,47,18,2,200
"2011","E00001391","E00001391","Total",122,8,43,57,11,3,202
"2011","E00001350","E00001350","Total",135,37,74,23,1,0,123
"2011","E00001384","E00001384","Total",120,37,56,20,6,1,118
"2011","E00001387","E00001387","Total",136,46,73,15,1,1,110
"2011","E00001388","E00001388","Total",129,47,64,16,2,0,102
"2011","E00001390","E00001390","Total",118,38,63,16,1,0,98
"2011","E00001392","E00001392","Total",142,42,72,22,3,3,137
"2011","E00001571","E00001571","Total",134,50,63,19,1,1,108
"2011","E00001572","E00001572","Total",149,41,70,28,10,0,156
"2011","E00001577","E00001577","Total",145,42,73,27,3,0,136
"2011","E00001579","E00001579","Total",148,61,61,23,2,1,117
"2011","E00001581","E00001581","Total",124,46,60,16,1,1,99
"2011","E00000924","E00000924","Total",117,35,54,20,6,2,121
"2011","E00000961","E00000961","Total",186,62,91,29,3,1,168
"2011","E00000962","E00000962","Total",111,29,55,22,4,1,115
"2011","E00000963","E00000963","Total",123,37,57,21,7,1,124
"2011","E00000964","E00000964","Total",160,66,78,14,2,0,112
"2011","E00001119","E00001119","Total",115,31,46,32,6,0,128
"2011","E00001121","E00001121","Total",122,24,52,35,10,1,156
"2011","E00001126","E00001126","Total",113,27,59,24,1,2,119
"2011","E00001129","E00001129","Total",125,32,64,23,5,1,129
"2011","E00001133","E00001133","Total",125,36,49,35,2,3,137
"2011","E00001120","E00001120","Total",130,24,55,41,7,3,170
"2011","E00001124","E00001124","Total",136,21,52,52,10,1,190
"2011","E00001125","E00001125","Total",121,21,43,41,13,3,177
"2011","E00001132","E00001132","Total",134,34,59,30,8,3,155
"2011","E00001134","E00001134","Total",129,13,52,56,7,1,190
"2011","E00001123","E00001123","Total",147,49,75,19,4,0,125
"2011","E00001127","E00001127","Total",124,19,66,28,7,4,159
"2011","E00001128","E00001128","Total",145,20,57,56,10,2,208
"2011","E00001130","E00001130","Total",126,17,52,47,8,2,178
"2011","E00001131","E00001131","Total",112,12,48,32,16,4,178
"2011","E00001136","E00001136","Total",186,18,88,66,11,3,265
"2011","E00001137","E00001137","Total",146,30,75,35,5,1,164
"2011","E00001138","E00001138","Total",122,30,36,46,9,1,160
"2011","E00001139","E00001139","Total",138,23,47,53,11,4,202
"2011","E00001140","E00001140","Total",114,28,45,31,8,2,139
"2011","E00001141","E00001141","Total",127,30,69,18,9,1,136
"2011","E00001142","E00001142","Total",132,24,59,38,7,4,173
"2011","E00001150","E00001150","Total",134,13,66,37,13,5,199
"2011","E00001151","E00001151","Total",114,19,52,36,6,1,146
"2011","E00001153","E00001153","Total",128,19,55,40,13,1,178
"2011","E00000929","E00000929","Total",128,10,42,57,14,5,219
"2011","E00000930","E00000930","Total",125,9,35,59,15,7,226
"2011","E00000934","E00000934","Total",122,10,37,52,18,5,218
"2011","E00000936","E00000936","Total",126,9,45,61,8,3,204
"2011","E00000923","E00000923","Total",114,58,48,6,2,0,66
"2011","E00000927","E00000927","Total",110,12,38,46,10,4,180
"2011","E00000928","E00000928","Total",126,15,39,59,11,2,201
"2011","E00000931","E00000931","Total",132,14,43,63,11,1,206
"2011","E00000965","E00000965","Total",111,36,55,16,4,0,99
"2011","E00000922","E00000922","Total",123,8,35,51,20,9,234
"2011","E00000925","E00000925","Total",119,4,33,54,21,7,232
"2011","E00000926","E00000926","Total",117,5,23,54,19,16,256
"2011","E00000932","E00000932","Total",157,14,60,62,17,4,254
"2011","E00000933","E00000933","Total",146,63,61,20,2,0,107
"2011","E00000937","E00000937","Total",162,76,72,10,4,0,104
"2011","E00000942","E00000942","Total",122,92,23,7,0,0,37
"2011","E00000943","E00000943","Total",130,66,55,6,3,0,76
"2011","E00000946","E00000946","Total",151,66,68,15,2,0,104
"2011","E00000938","E00000938","Total",132,23,46,42,17,4,199
"2011","E00000944","E00000944","Total",137,26,50,40,16,5,198
"2011","E00000947","E00000947","Total",150,35,60,39,13,3,189
"2011","E00000948","E00000948","Total",127,5,32,61,24,5,246
"2011","E00000935","E00000935","Total",156,15,79,50,9,3,218
"2011","E00000939","E00000939","Total",124,6,37,51,22,8,238
"2011","E00000940","E00000940","Total",123,26,51,32,10,4,161
"2011","E00000945","E00000945","Total",127,21,40,46,17,3,196
"2011","E00000777","E00000777","Total",136,44,69,19,4,0,119
"2011","E00000806","E00000806","Total",112,23,46,34,8,1,142
"2011","E00000809","E00000809","Total",93,44,38,10,1,0,61
"2011","E00000810","E00000810","Total",103,25,53,20,4,1,109
"2011","E00000815","E00000815","Total",120,30,67,21,2,0,115
"2011","E00000807","E00000807","Total",107,44,49,12,1,1,80
"2011","E00000808","E00000808","Total",128,49,60,15,4,0,102
"2011","E00000811","E00000811","Total",134,13,49,50,19,3,218
"2011","E00000812","E00000812","Total",147,14,69,51,10,3,213
"2011","E00000817","E00000817","Total",129,13,50,53,11,2,200
"2011","E00000769","E00000769","Total",166,28,97,38,0,3,186
"2011","E00000813","E00000813","Total",166,79,63,20,4,0,115
"2011","E00000814","E00000814","Total",104,25,57,17,4,1,108
"2011","E00000816","E00000816","Total",121,30,67,22,2,0,117
"2011","E00174889","E00174889","Total",293,47,187,54,4,1,311
"2011","E00174897","E00174897","Total",73,7,40,23,3,0,95
"2011","E00000771","E00000771","Total",96,20,43,30,3,0,112
"2011","E00000776","E00000776","Total",187,74,84,24,2,3,150
